weight,won,lost,n_gold,final_cycle
0.55,0,1,1,1457
0.55,0,1,2,1458
0.55,0,1,2,1459
0.55,0,1,1,1457
0.6000000000000001,0,1,2,5780
0.6000000000000001,0,1,2,5746
0.6000000000000001,1,1,0,5737
0.6000000000000001,0,1,2,5728
0.6000000000000001,0,1,1,4908
0.6000000000000001,1,1,0,4864
0.6000000000000001,0,1,1,4899
0.6000000000000001,0,1,2,4899
0.6000000000000001,1,1,0,4051
0.6000000000000001,1,1,0,4081
0.6000000000000001,0,1,2,4062
0.6000000000000001,0,1,2,4072
0.6000000000000001,0,1,2,1726
0.6000000000000001,0,1,2,1726
0.6000000000000001,1,1,0,1726
0.6000000000000001,0,1,2,1717
0.6000000000000001,0,1,1,1005
0.6000000000000001,0,1,1,1007
0.6000000000000001,1,0,0,1006
0.6000000000000001,0,1,2,1009
0.6500000000000001,0,1,2,3048
0.6500000000000001,0,1,2,3044
0.6500000000000001,0,1,2,3049
0.6500000000000001,1,1,0,3044
0.6500000000000001,0,1,2,2371
0.6500000000000001,0,1,2,2346
0.6500000000000001,0,1,2,2353
0.6500000000000001,0,1,1,2371
0.6500000000000001,0,1,2,1631
0.6500000000000001,0,1,2,1636
0.6500000000000001,0,1,2,1626
0.6500000000000001,0,1,2,1642
0.6500000000000001,0,1,1,1396
0.6500000000000001,0,1,2,1396
0.6500000000000001,0,1,2,1388
0.6500000000000001,0,1,1,1393
0.6500000000000001,0,1,2,913
0.6500000000000001,0,1,2,918
0.6500000000000001,0,1,1,911
0.6500000000000001,1,1,0,915
0.7000000000000002,0,1,2,5636
0.7000000000000002,0,1,1,5643
0.7000000000000002,0,1,1,5647
0.7000000000000002,0,1,2,5654
0.7000000000000002,0,1,2,4861
0.7000000000000002,0,1,1,4864
0.7000000000000002,0,1,2,4860
0.7000000000000002,1,1,0,4787
0.7000000000000002,0,1,1,4063
0.7000000000000002,0,1,1,4069
0.7000000000000002,0,1,2,4077
0.7000000000000002,0,1,1,4074
0.7000000000000002,0,1,2,3331
0.7000000000000002,0,1,1,3333
0.7000000000000002,0,1,2,3328
0.7000000000000002,0,1,2,3359
0.7000000000000002,0,1,2,717
0.7000000000000002,0,1,2,715
0.7000000000000002,0,1,2,713
0.7000000000000002,1,0,0,716
0.7500000000000002,1,1,0,8072
0.7500000000000002,0,1,2,8055
0.7500000000000002,0,1,1,8058
0.7500000000000002,0,1,1,8076
0.7500000000000002,0,1,1,5806
0.7500000000000002,0,1,2,5815
0.7500000000000002,0,1,2,5864
0.7500000000000002,0,1,2,5803
0.7500000000000002,0,1,1,4249
0.7500000000000002,1,1,0,4214
0.7500000000000002,0,1,1,4244
0.7500000000000002,0,1,2,4246
0.7500000000000002,0,1,2,2561
0.7500000000000002,0,1,1,2562
0.7500000000000002,0,1,2,2562
0.7500000000000002,0,1,2,2565
0.7500000000000002,0,1,1,483
0.7500000000000002,0,1,2,480
0.7500000000000002,0,1,1,483
0.7500000000000002,0,1,2,482
0.8000000000000003,0,1,1,9342
0.8000000000000003,0,1,2,9331
0.8000000000000003,1,1,0,9356
0.8000000000000003,0,1,1,9353
0.8000000000000003,1,1,0,8953
0.8000000000000003,0,1,2,8951
0.8000000000000003,0,1,2,8953
0.8000000000000003,1,1,0,8924
0.8000000000000003,0,1,2,4572
0.8000000000000003,0,1,1,4580
0.8000000000000003,0,1,1,4585
0.8000000000000003,0,1,1,4571
0.8000000000000003,0,1,1,3468
0.8000000000000003,0,1,1,3469
0.8000000000000003,1,0,0,3458
0.8000000000000003,0,1,2,3471
0.8000000000000003,0,1,2,837
0.8000000000000003,0,1,1,841
0.8000000000000003,0,1,2,845
0.8000000000000003,0,1,1,839
0.8500000000000003,1,1,0,5780
0.8500000000000003,0,1,1,5764
0.8500000000000003,0,1,2,5880
0.8500000000000003,0,1,1,5761
0.8500000000000003,0,1,1,3746
0.8500000000000003,1,1,0,3694
0.8500000000000003,0,1,2,3726
0.8500000000000003,0,1,2,3733
0.8500000000000003,0,1,2,2532
0.8500000000000003,0,1,1,2541
0.8500000000000003,0,1,2,2534
0.8500000000000003,0,1,1,2535
0.8500000000000003,1,0,0,1947
0.8500000000000003,1,1,0,1959
0.8500000000000003,0,1,2,1957
0.8500000000000003,0,1,2,1970
0.8500000000000003,0,1,2,848
0.8500000000000003,1,0,0,837
0.8500000000000003,1,0,0,836
0.8500000000000003,0,1,2,836
0.9000000000000004,0,1,2,7160
0.9000000000000004,0,1,1,7222
0.9000000000000004,0,1,1,7182
0.9000000000000004,1,1,0,7160
0.9000000000000004,0,1,2,6598
0.9000000000000004,1,1,0,6607
0.9000000000000004,0,1,2,6611
0.9000000000000004,0,1,2,6598
0.9000000000000004,0,1,2,5878
0.9000000000000004,1,1,0,5864
0.9000000000000004,1,1,0,5869
0.9000000000000004,0,1,2,5863
0.9000000000000004,0,1,2,4833
0.9000000000000004,0,1,2,4815
0.9000000000000004,1,1,0,4761
0.9000000000000004,0,1,2,4816
0.9000000000000004,1,1,0,3661
0.9000000000000004,0,1,2,3657
0.9000000000000004,1,0,0,3669
0.9000000000000004,0,1,1,3673
0.9500000000000004,0,1,2,7762
0.9500000000000004,0,1,1,7779
0.9500000000000004,1,1,0,7674
0.9500000000000004,0,1,1,7747
0.9500000000000004,1,0,0,6630
0.9500000000000004,1,1,0,6635
0.9500000000000004,0,1,2,6708
0.9500000000000004,0,1,1,6679
0.9500000000000004,0,1,1,3102
0.9500000000000004,1,0,0,3032
0.9500000000000004,1,0,0,3035
0.9500000000000004,0,1,2,3115
0.9500000000000004,0,1,1,1942
0.9500000000000004,0,1,1,1936
0.9500000000000004,1,1,0,1890
0.9500000000000004,1,1,0,1899
0.9500000000000004,1,0,0,1064
0.9500000000000004,0,1,1,1067
0.9500000000000004,0,1,1,1061
0.9500000000000004,1,1,0,1059
1.0000000000000004,1,0,0,11032
1.0000000000000004,0,1,2,11345
1.0000000000000004,1,1,0,11369
1.0000000000000004,1,0,0,11019
1.0000000000000004,1,1,0,8482
1.0000000000000004,1,1,0,8433
1.0000000000000004,1,1,0,8445
1.0000000000000004,0,1,1,8424
1.0000000000000004,0,1,1,6259
1.0000000000000004,0,1,2,6264
1.0000000000000004,1,0,0,6125
1.0000000000000004,0,1,1,6271
1.0000000000000004,1,1,0,4583
1.0000000000000004,0,1,2,4643
1.0000000000000004,1,1,0,4616
1.0000000000000004,1,0,0,4563
1.0000000000000004,1,0,0,1737
1.0000000000000004,1,0,0,1739
1.0000000000000004,0,1,2,1741
1.0000000000000004,0,1,2,1765
